MODELO,QUERY_KEY,DOC_KEY,RANK
text-embedding-3-large,25,NORMA-20856,44
text-embedding-3-large,25,NORMA-18981,45
text-embedding-3-large,25,NORMA-328,46
text-embedding-3-large,25,NORMA-21260,47
text-embedding-3-large,25,NORMA-20116,48
text-embedding-3-large,25,NORMA-19923,49
text-embedding-3-large,25,NORMA-1398,50
text-embedding-3-large,26,NORMA-20073,1
text-embedding-3-large,26,NORMA-28141,2
text-embedding-3-large,26,NORMA-6239,3
text-embedding-3-large,26,NORMA-14709,4
text-embedding-3-large,26,NORMA-13797,5
text-embedding-3-large,26,NORMA-27522,6
text-embedding-3-large,26,NORMA-12929,7
text-embedding-3-large,26,NORMA-15082,8
text-embedding-3-large,26,NORMA-8596,9
text-embedding-3-large,26,NORMA-27701,10
text-embedding-3-large,26,NORMA-6173,11
text-embedding-3-large,26,NORMA-13221,12
text-embedding-3-large,26,NORMA-25205,13
text-embedding-3-large,26,NORMA-16541,14
text-embedding-3-large,26,NORMA-26661,15
text-embedding-3-large,26,NORMA-10107,16
text-embedding-3-large,26,NORMA-27421,17
text-embedding-3-large,26,NORMA-13360,18
text-embedding-3-large,26,NORMA-8018,19
text-embedding-3-large,26,NORMA-24842,20
text-embedding-3-large,26,NORMA-22321,21
text-embedding-3-large,26,NORMA-23081,22
text-embedding-3-large,26,NORMA-23541,23
text-embedding-3-large,26,NORMA-23742,24
text-embedding-3-large,26,NORMA-9407,25
text-embedding-3-large,26,NORMA-29004,26
text-embedding-3-large,26,NORMA-12728,27
text-embedding-3-large,26,NORMA-10888,28
text-embedding-3-large,26,NORMA-9977,29
text-embedding-3-large,26,NORMA-21283,30
text-embedding-3-large,26,NORMA-18142,31
text-embedding-3-large,26,NORMA-27181,32
text-embedding-3-large,26,NORMA-27202,33
text-embedding-3-large,26,NORMA-26565,34
text-embedding-3-large,26,NORMA-26564,35
text-embedding-3-large,26,NORMA-18989,36
text-embedding-3-large,26,NORMA-22221,37
text-embedding-3-large,26,NORMA-10133,38
text-embedding-3-large,26,NORMA-11400,39
text-embedding-3-large,26,NORMA-24821,40
text-embedding-3-large,26,NORMA-25262,41
text-embedding-3-large,26,NORMA-21587,42
text-embedding-3-large,26,NORMA-28601,43
text-embedding-3-large,26,NORMA-10742,44
text-embedding-3-large,26,NORMA-25203,45
text-embedding-3-large,26,NORMA-29621,46
text-embedding-3-large,26,NORMA-10660,47
text-embedding-3-large,26,NORMA-10909,48
text-embedding-3-large,26,NORMA-12888,49
text-embedding-3-large,26,NORMA-14844,50
text-embedding-3-large,27,NORMA-2415,1
text-embedding-3-large,27,NORMA-3969,2
text-embedding-3-large,27,NORMA-6135,3
text-embedding-3-large,27,NORMA-3690,4
text-embedding-3-large,27,NORMA-5974,5
text-embedding-3-large,27,NORMA-4162,6
text-embedding-3-large,27,NORMA-4636,7
text-embedding-3-large,27,NORMA-4680,8
text-embedding-3-large,27,NORMA-5472,9
text-embedding-3-large,27,NORMA-4140,10
text-embedding-3-large,27,NORMA-4196,11
text-embedding-3-large,27,NORMA-5503,12
text-embedding-3-large,27,NORMA-4572,13
text-embedding-3-large,27,NORMA-4317,14
text-embedding-3-large,27,NORMA-18429,15
text-embedding-3-large,27,NORMA-1545,16
text-embedding-3-large,27,NORMA-4220,17
text-embedding-3-large,27,NORMA-3837,18
text-embedding-3-large,27,NORMA-4911,19
text-embedding-3-large,27,NORMA-3854,20
text-embedding-3-large,27,NORMA-3898,21
text-embedding-3-large,27,NORMA-9423,22
text-embedding-3-large,27,NORMA-4832,23
text-embedding-3-large,27,NORMA-6513,24
text-embedding-3-large,27,NORMA-5228,25
text-embedding-3-large,27,NORMA-4703,26
text-embedding-3-large,27,NORMA-20566,27
text-embedding-3-large,27,NORMA-1995,28
text-embedding-3-large,27,NORMA-5341,29
text-embedding-3-large,27,NORMA-20953,30
text-embedding-3-large,27,NORMA-8855,31
text-embedding-3-large,27,NORMA-2444,32
text-embedding-3-large,27,NORMA-5424,33
text-embedding-3-large,27,NORMA-11513,34
text-embedding-3-large,27,NORMA-5498,35
text-embedding-3-large,27,NORMA-1667,36
text-embedding-3-large,27,NORMA-3487,37
text-embedding-3-large,27,NORMA-8270,38
text-embedding-3-large,27,NORMA-9123,39
text-embedding-3-large,27,NORMA-1990,40
text-embedding-3-large,27,NORMA-9212,41
text-embedding-3-large,27,NORMA-870,42
text-embedding-3-large,27,NORMA-3855,43
text-embedding-3-large,27,NORMA-14308,44
text-embedding-3-large,27,NORMA-1206,45
text-embedding-3-large,27,NORMA-23981,46
text-embedding-3-large,27,NORMA-19805,47
text-embedding-3-large,27,NORMA-1988,48
text-embedding-3-large,27,NORMA-11521,49
text-embedding-3-large,27,NORMA-4002,50
text-embedding-3-large,28,NORMA-8931,1
text-embedding-3-large,28,NORMA-11454,2
text-embedding-3-large,28,NORMA-6395,3
text-embedding-3-large,28,NORMA-13545,4
text-embedding-3-large,28,NORMA-12245,5
text-embedding-3-large,28,NORMA-6677,6
text-embedding-3-large,28,NORMA-13094,7
text-embedding-3-large,28,NORMA-10267,8
text-embedding-3-large,28,NORMA-6655,9
text-embedding-3-large,28,NORMA-1846,10
text-embedding-3-large,28,NORMA-7095,11
text-embedding-3-large,28,NORMA-6710,12
text-embedding-3-large,28,NORMA-19337,13
text-embedding-3-large,28,NORMA-1608,14
text-embedding-3-large,28,NORMA-6676,15
text-embedding-3-large,28,NORMA-21225,16
text-embedding-3-large,28,NORMA-15060,17
text-embedding-3-large,28,NORMA-819,18
text-embedding-3-large,28,NORMA-19164,19
text-embedding-3-large,28,NORMA-18922,20
text-embedding-3-large,28,NORMA-18201,21
text-embedding-3-large,28,NORMA-19646,22
text-embedding-3-large,28,NORMA-18747,23
text-embedding-3-large,28,NORMA-1578,24
text-embedding-3-large,28,NORMA-6747,25
text-embedding-3-large,28,NORMA-19933,26
text-embedding-3-large,28,NORMA-19879,27
text-embedding-3-large,28,NORMA-19128,28
text-embedding-3-large,28,NORMA-18631,29
text-embedding-3-large,28,NORMA-21631,30
text-embedding-3-large,28,NORMA-21245,31
text-embedding-3-large,28,NORMA-21456,32
text-embedding-3-large,28,NORMA-21012,33
text-embedding-3-large,28,NORMA-20859,34
text-embedding-3-large,28,NORMA-19542,35
text-embedding-3-large,28,NORMA-18807,36
text-embedding-3-large,28,NORMA-26124,37
text-embedding-3-large,28,NORMA-2386,38
text-embedding-3-large,28,NORMA-13990,39
text-embedding-3-large,28,NORMA-20135,40
text-embedding-3-large,28,NORMA-21165,41
text-embedding-3-large,28,NORMA-20292,42
text-embedding-3-large,28,NORMA-18669,43
text-embedding-3-large,28,NORMA-20805,44
text-embedding-3-large,28,NORMA-21488,45
text-embedding-3-large,28,NORMA-22101,46
text-embedding-3-large,28,NORMA-20797,47
text-embedding-3-large,28,NORMA-19220,48
text-embedding-3-large,28,NORMA-16481,49
text-embedding-3-large,28,NORMA-19675,50
text-embedding-3-large,29,NORMA-1295,1
text-embedding-3-large,29,NORMA-1433,2
text-embedding-3-large,29,NORMA-76,3
text-embedding-3-large,29,NORMA-464,4
text-embedding-3-large,29,NORMA-1173,5
text-embedding-3-large,29,NORMA-358,6
text-embedding-3-large,29,NORMA-1442,7
text-embedding-3-large,29,NORMA-1306,8
text-embedding-3-large,29,NORMA-996,9
text-embedding-3-large,29,NORMA-2180,10
text-embedding-3-large,29,NORMA-21299,11
text-embedding-3-large,29,NORMA-838,12
text-embedding-3-large,29,NORMA-1996,13
text-embedding-3-large,29,NORMA-976,14
text-embedding-3-large,29,NORMA-736,15
text-embedding-3-large,29,NORMA-972,16
text-embedding-3-large,29,NORMA-833,17
text-embedding-3-large,29,NORMA-18450,18
text-embedding-3-large,29,NORMA-159,19
text-embedding-3-large,29,NORMA-1776,20
text-embedding-3-large,29,NORMA-21126,21
text-embedding-3-large,29,NORMA-1398,22
text-embedding-3-large,29,NORMA-18981,23
text-embedding-3-large,29,NORMA-21135,24
text-embedding-3-large,29,NORMA-423,25
text-embedding-3-large,29,NORMA-984,26
text-embedding-3-large,29,NORMA-18394,27
text-embedding-3-large,29,NORMA-1179,28
text-embedding-3-large,29,NORMA-2496,29
text-embedding-3-large,29,NORMA-1286,30
text-embedding-3-large,29,NORMA-20196,31
text-embedding-3-large,29,NORMA-1334,32
text-embedding-3-large,29,NORMA-1408,33
text-embedding-3-large,29,NORMA-1674,34
text-embedding-3-large,29,NORMA-1407,35
text-embedding-3-large,29,NORMA-1260,36
text-embedding-3-large,29,NORMA-727,37
text-embedding-3-large,29,NORMA-1332,38
text-embedding-3-large,29,NORMA-1348,39
text-embedding-3-large,29,NORMA-1144,40
text-embedding-3-large,29,NORMA-18393,41
text-embedding-3-large,29,NORMA-875,42
text-embedding-3-large,29,NORMA-2523,43
text-embedding-3-large,29,NORMA-20941,44
text-embedding-3-large,29,NORMA-385,45
text-embedding-3-large,29,NORMA-20185,46
text-embedding-3-large,29,NORMA-18436,47
text-embedding-3-large,29,NORMA-1147,48
text-embedding-3-large,29,NORMA-1597,49
text-embedding-3-large,29,NORMA-2395,50
text-embedding-3-large,30,NORMA-19155,1
text-embedding-3-large,30,NORMA-20950,2
text-embedding-3-large,30,NORMA-20870,3
text-embedding-3-large,30,NORMA-21002,4
text-embedding-3-large,30,NORMA-18659,5
text-embedding-3-large,30,NORMA-20992,6
text-embedding-3-large,30,NORMA-19104,7
text-embedding-3-large,30,NORMA-1420,8
text-embedding-3-large,30,NORMA-16941,9
text-embedding-3-large,30,NORMA-1252,10
text-embedding-3-large,30,NORMA-2126,11
text-embedding-3-large,30,NORMA-1656,12
text-embedding-3-large,30,NORMA-16481,13
text-embedding-3-large,30,NORMA-126,14
text-embedding-3-large,30,NORMA-18430,15
text-embedding-3-large,30,NORMA-16403,16
text-embedding-3-large,30,NORMA-729,17
text-embedding-3-large,30,NORMA-21147,18
text-embedding-3-large,30,NORMA-20589,19
text-embedding-3-large,30,NORMA-1026,20
text-embedding-3-large,30,NORMA-20989,21
text-embedding-3-large,30,NORMA-20854,22
text-embedding-3-large,30,NORMA-60,23
text-embedding-3-large,30,NORMA-10422,24
text-embedding-3-large,30,NORMA-20755,25
text-embedding-3-large,30,NORMA-1674,26
text-embedding-3-large,30,NORMA-188,27
text-embedding-3-large,30,NORMA-1183,28
text-embedding-3-large,30,NORMA-981,29
text-embedding-3-large,30,NORMA-20993,30
text-embedding-3-large,30,NORMA-1171,31
text-embedding-3-large,30,NORMA-20072,32
text-embedding-3-large,30,NORMA-1175,33
text-embedding-3-large,30,NORMA-21131,34
text-embedding-3-large,30,NORMA-2375,35
text-embedding-3-large,30,NORMA-20754,36
text-embedding-3-large,30,NORMA-1207,37
text-embedding-3-large,30,NORMA-20566,38
text-embedding-3-large,30,NORMA-21519,39
text-embedding-3-large,30,NORMA-16424,40
text-embedding-3-large,30,NORMA-20258,41
text-embedding-3-large,30,NORMA-19956,42
text-embedding-3-large,30,NORMA-1547,43
text-embedding-3-large,30,NORMA-21189,44
text-embedding-3-large,30,NORMA-1566,45
text-embedding-3-large,30,NORMA-21135,46
text-embedding-3-large,30,NORMA-2484,47
text-embedding-3-large,30,NORMA-18386,48
text-embedding-3-large,30,NORMA-20858,49
text-embedding-3-large,30,NORMA-1407,50
text-embedding-3-large,31,NORMA-778,1
text-embedding-3-large,31,NORMA-20590,2
text-embedding-3-large,31,NORMA-1851,3
text-embedding-3-large,31,NORMA-20423,4
text-embedding-3-large,31,NORMA-20403,5
text-embedding-3-large,31,NORMA-20603,6
text-embedding-3-large,31,NORMA-21540,7
text-embedding-3-large,31,NORMA-5026,8
text-embedding-3-large,31,NORMA-25902,9
text-embedding-3-large,31,NORMA-20840,10
text-embedding-3-large,31,NORMA-20443,11
text-embedding-3-large,31,NORMA-21139,12
text-embedding-3-large,31,NORMA-1672,13
text-embedding-3-large,31,NORMA-20188,14
text-embedding-3-large,31,NORMA-21519,15
text-embedding-3-large,31,NORMA-535,16
text-embedding-3-large,31,NORMA-19960,17
text-embedding-3-large,31,NORMA-21268,18
text-embedding-3-large,31,NORMA-1689,19
text-embedding-3-large,31,NORMA-358,20
text-embedding-3-large,31,NORMA-18797,21
text-embedding-3-large,31,NORMA-18432,22
text-embedding-3-large,31,NORMA-18444,23
text-embedding-3-large,31,NORMA-1841,24
text-embedding-3-large,31,NORMA-2189,25
text-embedding-3-large,31,NORMA-21158,26
text-embedding-3-large,31,NORMA-2383,27
text-embedding-3-large,31,NORMA-18788,28
text-embedding-3-large,31,NORMA-11864,29
text-embedding-3-large,31,NORMA-215,30
text-embedding-3-large,31,NORMA-20204,31
text-embedding-3-large,31,NORMA-6351,32
text-embedding-3-large,31,NORMA-6851,33
text-embedding-3-large,31,NORMA-12029,34
text-embedding-3-large,31,NORMA-20426,35
text-embedding-3-large,31,NORMA-14162,36
text-embedding-3-large,31,NORMA-9715,37
text-embedding-3-large,31,NORMA-7523,38
text-embedding-3-large,31,NORMA-18796,39
text-embedding-3-large,31,NORMA-4603,40
text-embedding-3-large,31,NORMA-1665,41
text-embedding-3-large,31,NORMA-6291,42
text-embedding-3-large,31,NORMA-18206,43
text-embedding-3-large,31,NORMA-11814,44
text-embedding-3-large,31,NORMA-7026,45
text-embedding-3-large,31,NORMA-249,46
text-embedding-3-large,31,NORMA-21063,47
text-embedding-3-large,31,NORMA-903,48
text-embedding-3-large,31,NORMA-20796,49
text-embedding-3-large,31,NORMA-2426,50
text-embedding-3-large,32,NORMA-1674,1
text-embedding-3-large,32,NORMA-385,2
text-embedding-3-large,32,NORMA-1171,3
text-embedding-3-large,32,NORMA-1175,4
text-embedding-3-large,32,NORMA-21135,5
text-embedding-3-large,32,NORMA-1026,6
text-embedding-3-large,32,NORMA-21131,7
text-embedding-3-large,32,NORMA-1252,8
text-embedding-3-large,32,NORMA-21308,9
text-embedding-3-large,32,NORMA-18434,10
text-embedding-3-large,32,NORMA-358,11
text-embedding-3-large,32,NORMA-20291,12
text-embedding-3-large,32,NORMA-21519,13
text-embedding-3-large,32,NORMA-1996,14
text-embedding-3-large,32,NORMA-188,15
text-embedding-3-large,32,NORMA-18270,16
text-embedding-3-large,32,NORMA-13514,17
text-embedding-3-large,32,NORMA-20853,18
text-embedding-3-large,32,NORMA-12965,19
text-embedding-3-large,32,NORMA-1442,20
text-embedding-3-large,32,NORMA-18418,21
text-embedding-3-large,32,NORMA-21026,22
text-embedding-3-large,32,NORMA-729,23
text-embedding-3-large,32,NORMA-20611,24
text-embedding-3-large,32,NORMA-12029,25
text-embedding-3-large,32,NORMA-5417,26
text-embedding-3-large,32,NORMA-20425,27
text-embedding-3-large,32,NORMA-20934,28
text-embedding-3-large,32,NORMA-21147,29
text-embedding-3-large,32,NORMA-5853,30
text-embedding-3-large,32,NORMA-21739,31
text-embedding-3-large,32,NORMA-2020,32
text-embedding-3-large,32,NORMA-20917,33
text-embedding-3-large,32,NORMA-18815,34
text-embedding-3-large,32,NORMA-18430,35
text-embedding-3-large,32,NORMA-1147,36
text-embedding-3-large,32,NORMA-13990,37
text-embedding-3-large,32,NORMA-850,38
text-embedding-3-large,32,NORMA-18697,39
text-embedding-3-large,32,NORMA-19249,40
text-embedding-3-large,32,NORMA-1547,41
text-embedding-3-large,32,NORMA-20989,42
text-embedding-3-large,32,NORMA-317,43
text-embedding-3-large,32,NORMA-10821,44
text-embedding-3-large,32,NORMA-20029,45
text-embedding-3-large,32,NORMA-4885,46
text-embedding-3-large,32,NORMA-1352,47
text-embedding-3-large,32,NORMA-19542,48
text-embedding-3-large,32,NORMA-11814,49
text-embedding-3-large,32,NORMA-21126,50
text-embedding-3-large,33,NORMA-20970,1
text-embedding-3-large,33,NORMA-1573,2
text-embedding-3-large,33,NORMA-20934,3
text-embedding-3-large,33,NORMA-913,4
text-embedding-3-large,33,NORMA-21489,5
text-embedding-3-large,33,NORMA-7466,6
text-embedding-3-large,33,NORMA-749,7
text-embedding-3-large,33,NORMA-7381,8
text-embedding-3-large,33,NORMA-20971,9
text-embedding-3-large,33,NORMA-20616,10
text-embedding-3-large,33,NORMA-923,11
text-embedding-3-large,33,NORMA-20202,12
text-embedding-3-large,33,NORMA-835,13
text-embedding-3-large,33,NORMA-6879,14
text-embedding-3-large,33,NORMA-18681,15
text-embedding-3-large,33,NORMA-20857,16
text-embedding-3-large,33,NORMA-6553,17
text-embedding-3-large,33,NORMA-20569,18
text-embedding-3-large,33,NORMA-7280,19
text-embedding-3-large,33,NORMA-18722,20
text-embedding-3-large,33,NORMA-578,21
text-embedding-3-large,33,NORMA-12877,22
text-embedding-3-large,33,NORMA-20682,23
text-embedding-3-large,33,NORMA-8384,24
text-embedding-3-large,33,NORMA-21544,25
text-embedding-3-large,33,NORMA-10267,26
text-embedding-3-large,33,NORMA-8931,27
text-embedding-3-large,33,NORMA-13545,28
text-embedding-3-large,33,NORMA-15921,29
text-embedding-3-large,33,NORMA-20813,30
text-embedding-3-large,33,NORMA-18385,31
text-embedding-3-large,33,NORMA-20733,32
text-embedding-3-large,33,NORMA-20135,33
text-embedding-3-large,33,NORMA-261,34
text-embedding-3-large,33,NORMA-1154,35
text-embedding-3-large,33,NORMA-18223,36
text-embedding-3-large,33,NORMA-11454,37
text-embedding-3-large,33,NORMA-20859,38
text-embedding-3-large,33,NORMA-20583,39
text-embedding-3-large,33,NORMA-19597,40
text-embedding-3-large,33,NORMA-20236,41
text-embedding-3-large,33,NORMA-1366,42
text-embedding-3-large,33,NORMA-6354,43
text-embedding-3-large,33,NORMA-14985,44
text-embedding-3-large,33,NORMA-18916,45
text-embedding-3-large,33,NORMA-314,46
text-embedding-3-large,33,NORMA-15901,47
text-embedding-3-large,33,NORMA-11557,48
text-embedding-3-large,33,NORMA-7384,49
text-embedding-3-large,33,NORMA-5226,50
text-embedding-3-large,34,NORMA-4330,1
text-embedding-3-large,34,NORMA-30724,2
text-embedding-3-large,34,NORMA-28142,3
text-embedding-3-large,34,NORMA-11849,4
text-embedding-3-large,34,NORMA-28942,5
text-embedding-3-large,34,NORMA-7911,6
text-embedding-3-large,34,NORMA-18227,7
text-embedding-3-large,34,NORMA-11836,8
text-embedding-3-large,34,NORMA-7993,9
text-embedding-3-large,34,NORMA-7518,10
text-embedding-3-large,34,NORMA-11827,11
text-embedding-3-large,34,NORMA-7712,12
text-embedding-3-large,34,NORMA-7914,13
text-embedding-3-large,34,NORMA-26861,14
text-embedding-3-large,34,NORMA-7647,15
text-embedding-3-large,34,NORMA-8698,16
text-embedding-3-large,34,NORMA-5458,17
text-embedding-3-large,34,NORMA-30726,18
text-embedding-3-large,34,NORMA-6352,19
text-embedding-3-large,34,NORMA-4700,20
text-embedding-3-large,34,NORMA-6808,21
text-embedding-3-large,34,NORMA-8158,22
text-embedding-3-large,34,NORMA-11979,23
text-embedding-3-large,34,NORMA-7912,24
text-embedding-3-large,34,NORMA-11603,25
text-embedding-3-large,34,NORMA-18103,26
text-embedding-3-large,34,NORMA-8556,27
text-embedding-3-large,34,NORMA-7994,28
text-embedding-3-large,34,NORMA-6247,29
text-embedding-3-large,34,NORMA-4736,30
text-embedding-3-large,34,NORMA-18748,31
text-embedding-3-large,34,NORMA-30725,32
text-embedding-3-large,34,NORMA-4044,33
text-embedding-3-large,34,NORMA-18102,34
text-embedding-3-large,34,NORMA-15156,35
text-embedding-3-large,34,NORMA-5589,36
text-embedding-3-large,34,NORMA-5552,37
text-embedding-3-large,34,NORMA-1274,38
text-embedding-3-large,34,NORMA-8801,39
text-embedding-3-large,34,NORMA-11300,40
text-embedding-3-large,34,NORMA-11563,41
text-embedding-3-large,34,NORMA-7351,42
text-embedding-3-large,34,NORMA-4189,43
text-embedding-3-large,34,NORMA-8278,44
text-embedding-3-large,34,NORMA-19165,45
text-embedding-3-large,34,NORMA-8157,46
text-embedding-3-large,34,NORMA-3552,47
text-embedding-3-large,34,NORMA-4549,48
text-embedding-3-large,34,NORMA-11627,49
text-embedding-3-large,34,NORMA-8012,50
text-embedding-3-large,35,NORMA-1144,1
text-embedding-3-large,35,NORMA-984,2
text-embedding-3-large,35,NORMA-1342,3
text-embedding-3-large,35,NORMA-2367,4
text-embedding-3-large,35,NORMA-1163,5
text-embedding-3-large,35,NORMA-19624,6
text-embedding-3-large,35,NORMA-21725,7
text-embedding-3-large,35,NORMA-20953,8
text-embedding-3-large,35,NORMA-20185,9
text-embedding-3-large,35,NORMA-19878,10
text-embedding-3-large,35,NORMA-18450,11
text-embedding-3-large,35,NORMA-20920,12
text-embedding-3-large,35,NORMA-20566,13
text-embedding-3-large,35,NORMA-19119,14
text-embedding-3-large,35,NORMA-21147,15
text-embedding-3-large,35,NORMA-20316,16
text-embedding-3-large,35,NORMA-18789,17
text-embedding-3-large,35,NORMA-20997,18
text-embedding-3-large,35,NORMA-18286,19
text-embedding-3-large,35,NORMA-1147,20
text-embedding-3-large,35,NORMA-1286,21
text-embedding-3-large,35,NORMA-18490,22
text-embedding-3-large,35,NORMA-1173,23
text-embedding-3-large,35,NORMA-833,24
text-embedding-3-large,35,NORMA-11300,25
text-embedding-3-large,35,NORMA-1776,26
text-embedding-3-large,35,NORMA-7351,27
text-embedding-3-large,35,NORMA-18394,28
text-embedding-3-large,35,NORMA-751,29
text-embedding-3-large,35,NORMA-736,30
text-embedding-3-large,35,NORMA-54,31
text-embedding-3-large,35,NORMA-20954,32
text-embedding-3-large,35,NORMA-850,33
text-embedding-3-large,35,NORMA-20844,34
text-embedding-3-large,35,NORMA-9147,35
text-embedding-3-large,35,NORMA-18316,36
text-embedding-3-large,35,NORMA-13029,37
text-embedding-3-large,35,NORMA-1694,38
text-embedding-3-large,35,NORMA-18433,39
text-embedding-3-large,35,NORMA-6720,40
text-embedding-3-large,35,NORMA-21135,41
text-embedding-3-large,35,NORMA-7326,42
text-embedding-3-large,35,NORMA-19829,43
text-embedding-3-large,35,NORMA-19480,44
text-embedding-3-large,35,NORMA-21039,45
text-embedding-3-large,35,NORMA-21126,46
text-embedding-3-large,35,NORMA-1398,47
text-embedding-3-large,35,NORMA-20583,48
text-embedding-3-large,35,NORMA-19049,49
text-embedding-3-large,35,NORMA-1373,50
text-embedding-3-large,37,NORMA-26084,1
text-embedding-3-large,37,NORMA-27721,2
text-embedding-3-large,37,NORMA-29901,3
text-embedding-3-large,37,NORMA-17301,4
text-embedding-3-large,37,NORMA-27444,5
text-embedding-3-large,37,NORMA-6813,6
text-embedding-3-large,37,NORMA-28282,7
text-embedding-3-large,37,NORMA-27551,8
text-embedding-3-large,37,NORMA-14738,9
text-embedding-3-large,37,NORMA-27250,10
text-embedding-3-large,37,NORMA-3241,11
text-embedding-3-large,37,NORMA-28243,12
text-embedding-3-large,37,NORMA-15561,13
text-embedding-3-large,37,NORMA-16444,14
text-embedding-3-large,37,NORMA-15581,15
text-embedding-3-large,37,NORMA-20577,16
text-embedding-3-large,37,NORMA-12350,17
text-embedding-3-large,37,NORMA-19573,18
text-embedding-3-large,37,NORMA-27461,19
text-embedding-3-large,37,NORMA-21299,20
text-embedding-3-large,37,NORMA-21496,21
text-embedding-3-large,37,NORMA-19803,22
text-embedding-3-large,37,NORMA-19380,23
text-embedding-3-large,37,NORMA-8552,24
text-embedding-3-large,37,NORMA-2415,25
text-embedding-3-large,37,NORMA-8554,26
text-embedding-3-large,37,NORMA-7802,27
text-embedding-3-large,37,NORMA-11849,28
text-embedding-3-large,37,NORMA-15542,29
text-embedding-3-large,37,NORMA-18478,30
text-embedding-3-large,37,NORMA-9565,31
text-embedding-3-large,37,NORMA-19805,32
text-embedding-3-large,37,NORMA-14308,33
text-embedding-3-large,37,NORMA-13923,34
text-embedding-3-large,37,NORMA-9271,35
text-embedding-3-large,37,NORMA-1863,36
text-embedding-3-large,37,NORMA-7664,37
text-embedding-3-large,37,NORMA-2301,38
text-embedding-3-large,37,NORMA-206,39
text-embedding-3-large,37,NORMA-3967,40
text-embedding-3-large,37,NORMA-835,41
text-embedding-3-large,37,NORMA-5290,42
text-embedding-3-large,37,NORMA-15521,43
text-embedding-3-large,37,NORMA-5978,44
text-embedding-3-large,37,NORMA-10254,45
text-embedding-3-large,37,NORMA-4132,46
text-embedding-3-large,37,NORMA-23564,47
text-embedding-3-large,37,NORMA-7982,48
text-embedding-3-large,37,NORMA-8600,49
text-embedding-3-large,37,NORMA-8225,50
text-embedding-3-large,38,NORMA-962,1
text-embedding-3-large,38,NORMA-18337,2
text-embedding-3-large,38,NORMA-2093,3
text-embedding-3-large,38,NORMA-20871,4
text-embedding-3-large,38,NORMA-1366,5
text-embedding-3-large,38,NORMA-727,6
text-embedding-3-large,38,NORMA-21489,7
text-embedding-3-large,38,NORMA-749,8
text-embedding-3-large,38,NORMA-20856,9
text-embedding-3-large,38,NORMA-261,10
text-embedding-3-large,38,NORMA-188,11
text-embedding-3-large,38,NORMA-20760,12
text-embedding-3-large,38,NORMA-1991,13
text-embedding-3-large,38,NORMA-20571,14
text-embedding-3-large,38,NORMA-20253,15
text-embedding-3-large,38,NORMA-1154,16
text-embedding-3-large,38,NORMA-1289,17
text-embedding-3-large,38,NORMA-20202,18
text-embedding-3-large,38,NORMA-602,19
text-embedding-3-large,38,NORMA-1173,20
text-embedding-3-large,38,NORMA-1474,21
text-embedding-3-large,38,NORMA-646,22
text-embedding-3-large,38,NORMA-20857,23
text-embedding-3-large,38,NORMA-19597,24
text-embedding-3-large,38,NORMA-20682,25
text-embedding-3-large,38,NORMA-2484,26
text-embedding-3-large,38,NORMA-1555,27
text-embedding-3-large,38,NORMA-18681,28
text-embedding-3-large,38,NORMA-21019,29
text-embedding-3-large,38,NORMA-1965,30
text-embedding-3-large,38,NORMA-1211,31
text-embedding-3-large,38,NORMA-838,32
text-embedding-3-large,38,NORMA-20604,33
text-embedding-3-large,38,NORMA-20616,34
text-embedding-3-large,38,NORMA-20245,35
text-embedding-3-large,38,NORMA-20970,36
text-embedding-3-large,38,NORMA-2010,37
text-embedding-3-large,38,NORMA-20252,38
text-embedding-3-large,38,NORMA-21175,39
text-embedding-3-large,38,NORMA-464,40
text-embedding-3-large,38,NORMA-20100,41
text-embedding-3-large,38,NORMA-18478,42
text-embedding-3-large,38,NORMA-833,43
text-embedding-3-large,38,NORMA-479,44
text-embedding-3-large,38,NORMA-21508,45
text-embedding-3-large,38,NORMA-314,46
text-embedding-3-large,38,NORMA-26124,47
text-embedding-3-large,38,NORMA-2067,48
text-embedding-3-large,38,NORMA-20556,49
text-embedding-3-large,38,NORMA-20733,50
text-embedding-3-large,40,NORMA-21286,1
text-embedding-3-large,40,NORMA-18444,2
text-embedding-3-large,40,NORMA-21139,3
text-embedding-3-large,40,NORMA-18492,4
text-embedding-3-large,40,NORMA-18414,5
text-embedding-3-large,40,NORMA-18797,6
text-embedding-3-large,40,NORMA-21028,7
text-embedding-3-large,40,NORMA-18788,8
text-embedding-3-large,40,NORMA-18502,9
text-embedding-3-large,40,NORMA-18762,10
text-embedding-3-large,40,NORMA-21158,11
text-embedding-3-large,40,NORMA-18439,12
text-embedding-3-large,40,NORMA-18233,13
text-embedding-3-large,40,NORMA-18823,14
text-embedding-3-large,40,NORMA-18825,15
text-embedding-3-large,40,NORMA-21046,16
text-embedding-3-large,40,NORMA-11469,17
text-embedding-3-large,40,NORMA-18549,18
text-embedding-3-large,40,NORMA-11226,19
text-embedding-3-large,40,NORMA-18541,20
text-embedding-3-large,40,NORMA-21043,21
text-embedding-3-large,40,NORMA-21152,22
text-embedding-3-large,40,NORMA-18773,23
text-embedding-3-large,40,NORMA-18772,24
text-embedding-3-large,40,NORMA-18806,25
text-embedding-3-large,40,NORMA-11757,26
text-embedding-3-large,40,NORMA-18548,27
text-embedding-3-large,40,NORMA-21023,28
text-embedding-3-large,40,NORMA-18501,29
text-embedding-3-large,40,NORMA-18350,30
text-embedding-3-large,40,NORMA-18217,31
